"Rank","Probability"
31157,0.00743391178617233
8777,0.00227917863547108
5017,0.00200904952300723
27476.5,0.00509867429147255
24042,0.00401112177434961
14635,0.00273122393074595
20617,0.00338755003435027
2493,0.00178285176786173
9224,0.00231184833435707
32052,0.00836450579526922
26939,0.00488278304461349
16069,0.00285540905415615
9549,0.00233517765310839
24891,0.00421632142424154
3967,0.00192506191513945
24048,0.00401192940235512
17761,0.00302790968904482
12677,0.00256928358609143
18805,0.00315166388488248
29576,0.00620157953629398
31429,0.00768974007417266
24049,0.00401195646001661
41657,0.052435603589975
45184,0.224219799380162
7892,0.00221489352712696
25073,0.0042648076982012
41642,0.0522464906402907
43297,0.0948913578922731
43399,0.0989435095815898
45309,0.237267481265487
47210,0.578324208335724
14389,0.00270848199948953
30492,0.0068725998936188
30222,0.00664485613015647
20889,0.00342820683815313
27089,0.00494859109958326
40828,0.0412321718057161
33288,0.00998616649401141
32580,0.00900465906754641
40169,0.0348420214096236
35502,0.0139822835211987
32332,0.00869020375333972
30182,0.00662280303084898
26881,0.00486322200762389
37527,0.0198611795825246
27667,0.00518999786728299
41678,0.0527170969924879
46667,0.46204512040965
45859,0.313322916251658
37938,0.0214442662211865
34153,0.0113843764084897
33542,0.0103822426659741
44273,0.144188191236428
44581,0.165613520808059
32133,0.00844816488393836
32535,0.00894526988153464
41378,0.0479308890840047
38546,0.0242334082606933
25728,0.00446352724681664
33379,0.0101345616951065
29474,0.00613148050744185
46284,0.386620708679508
34580,0.0121276676576672
33590,0.0104538084981678
31941,0.00822940875492241
34218,0.0115081722451297
33624,0.0105199329949624
39946,0.0330089693305633
37538,0.0199035619101205
27471,0.00509691262958643
44396,0.152453985461712
23633,0.00392145744862653
10231,0.00238542880089129
2108,0.00173617497981803
26012,0.00454902749434785
10360,0.00239457332170887
6104,0.00209033342004675
9004,0.00229596307812836
10160,0.00237990365529517
6204,0.00209666743010375
28065,0.00536590585489345
5847,0.00207157590058131
7960,0.00221927499723666
1420,0.00163930692379703
14103,0.00268278342471746
25097,0.00427169438031155
2570,0.00179226346124458
6724,0.0021350330110796
6783,0.00213909246861476
9651,0.0023436760260507
1808,0.00169637050142751
21531,0.00352903496913664
10647,0.00241657223665085
9715,0.00234769459466705
2347,0.00176581201529789
8818,0.00228160785676453
6259,0.00210049203860685
8952,0.00229198366764739
441,0.00137024178110675
3624,0.00189533189429673
1967,0.00171851678882954
2155,0.00174126824440229
2356,0.00176721005162537
8078,0.00222831769605666
15213,0.00277915438938649
8808,0.00228092796366612
7160,0.00216536836756694
24811,0.00419643790969163
3015,0.0018390555703939
1147,0.00158611694553276
3378,0.00187402743809751
1201,0.00159709243372953
2608,0.00179623257341023
669,0.00146252535081911
6163,0.00209395012185975
3730,0.00190473331431712
8512,0.00225996435590495
15775,0.00283012765102728
1574,0.00166323375492823
3085,0.001845786003956
209,0.00123246800449529
3576,0.00189119932985302
875,0.00152764710265556
25943,0.00452916746355524
3190,0.00185680994436324
20189,0.0033271866291746
6229,0.00209864404521369
30551,0.00691247295131466
9035,0.00229857350524966
1757,0.00169020928308433
1514,0.00165366075764174
4985,0.00200647814548865
1219,0.00160033454448758
4628,0.00197665448904659
7729,0.00220447375213819
5432,0.00204154819635067
13566,0.00263575945678049
10539,0.00240880651730212
750,0.00148756776367324
2121,0.00173755266139128
1562,0.00166204252964784
12871,0.00258223556913277
269,0.0012799851729934
5663,0.00205812478970737
21735,0.00356207036755463
14935,0.0027559957447444
10269,0.00238792115341734
14759,0.00274188631878413
9364,0.00232135511190873
11850,0.00250532155812424
21564,0.00353435830885481
489,0.00139484249692349
2854,0.00182477255548637
5371,0.00203659679809809
4603,0.00197463564533735
8581,0.00226424248112561
10944,0.00243807890193101
25430,0.00436945056604678
23751,0.00394803191207038
32035,0.00834227999162794
36511,0.0165490908044789
41696,0.0530278117735926
28723,0.00570359414333191
11826,0.00250299787785193
22616,0.00371693885086672
24056,0.00401259418835098
23437,0.00387376512626442
33859,0.0108469411899615
13739,0.00265211864786475
29509,0.00615406715495555
28262,0.005457457598295
13789,0.00265565508399382
48760,0.905127456380933
45123,0.216201379926687
48881,0.922079831304687
48651,0.888549109696567
43908,0.122640818731282
43929,0.123852209513392
27865.5,0.00527514961159539
29488.5,0.00614161155705866
16733,0.00291932902067095
19839.5,0.00327958902561373
26810.5,0.00483948813121392
32998.5,0.00958977373457465
1845,0.00170230918614998
36609.5,0.016852319654098
43631,0.109519569269511
27034,0.00492685217729977
18773,0.00314739824053787
22873,0.0037638545019412
23468,0.00388167600738111
33759,0.0106970514435807
29904,0.00641767172615294
33151,0.00979403779235939
34837,0.012585439876678
9699,0.00234627142770365
26370,0.00466947900659272
21592,0.00353841697120494
21174.5,0.00347161405692433
15620,0.00281495544675814
31497,0.00775225185081786
34115,0.011314127152628
36982,0.0179542869361082
46765,0.481957645225502
47204,0.576843447569982
48315,0.83053657506785
39317,0.0283755919008078
23059,0.00379927564576103
3639,0.00189650694595651
19018,0.00317888643415746
17545.5,0.00300388696007158
31924,0.00821120863219267
38614,0.0245717588518489
15674,0.00281955749828601
11837,0.00250366837362806
3019,0.00183956364262269
12185,0.00253132465081201
11717,0.00249442724926791
15293,0.00278582513335923
9406,0.00232435433220433
20226,0.00333293846174471
12780,0.00257577030872801
21257,0.00348105317931939
11404,0.0024698318720603
10757,0.00242473944842189
16553,0.00290104235333972
24083,0.00401746536657302
21349,0.00349573561341512
10855,0.0024321503241979
2008,0.00172329103055772
18854,0.00315772056174278
42102,0.0610231603707955
7093,0.00216002849850546
3986,0.00192652565266008
18249,0.00308181069068249
6840,0.00214309519708517
2418,0.00177466993451964
8022,0.00222451674582572
9113,0.00230440640366761
5560,0.00205100740577162
23177,0.00382158558015945
12125,0.00252649628104571
25145,0.00428595523893071
6463,0.00211557205015734
23742,0.00394527004150616
25484,0.00438617655929642
18455,0.00310656807242595
31914,0.00820056653204124
11629,0.0024869222974078
16646,0.00291149694441121
47324,0.610527891982453
33035,0.00963865490805852
36345,0.0161047675381306
31506,0.00776770518031396
30415,0.00680288626391307
25242,0.00430998081113646
27518,0.00512186321259761
28450,0.00555204713411715
30894,0.00720449781579571
7188,0.00216719130346125
2399,0.00177241180526484
9664,0.00234450084036203
35129,0.0132084746953474
35178,0.0132983585815628
31896,0.00818219731604271
41575,0.0511353672644385
30539,0.00690582207689619
48184,0.803393951973002
24815,0.0041972659249537
17395,0.00299023063294156
38483,0.023899209574542
43826,0.118403067972328
43214,0.0916248470678572
44236,0.142225096059556
46936,0.523339398823526
45534,0.265255871507665
41811,0.0554869227428616
37960,0.0215394503690352
42728,0.0763702239169776
42409,0.0678330862191215
41485,0.0496260010165335
43832,0.11847563216563
39348,0.028562335613174
45578,0.270938652353789
24602,0.00413909541498166
10257,0.00238691479120847
20126,0.00331714973805477
17410,0.00299137375762764
25772,0.00447666687320383
23090,0.0038047600956833
18772,0.00314739520757076
29312,0.00602401538291589
2968,0.00183405222986242
4878,0.00199724104953721
16444,0.00289077820765906
18641,0.00313195559972043
16187,0.00286495879243217
4285,0.00195039619679476
2176,0.00174391055690422
4696,0.00198246752390222
2089,0.00173361314599933
22030,0.00361139848275088
12713,0.00257176935213571
8940,0.00229113995344379
15445,0.00279939349722293
6098,0.00208992338915609
10433,0.0023988958025157
21317,0.00349071797769024
8583,0.00226443987593048
22844,0.00375735527686922
9326,0.00231883769831795
1802,0.00169576678449187
16083,0.00285654289116198
21832,0.00357927254838026
2557,0.00179104346379156
6015,0.00208360342420916
5205,0.00202323651420785
953,0.0015430281633767
20811,0.00341719865449511
30696,0.00704273198099622
32540,0.00895525731479657
9810,0.0023549246418347
3758,0.00190685472724104
2249,0.00175193436167866
66,0.00107803839762714
3367,0.00187335218755337
7156,0.0021652246180032
10627,0.00241496459886685
2986,0.00183561914441904
6812,0.00214079876079351
27808,0.00525355917106816
455,0.0013793106660504
2512,0.00178582284927912
417,0.00135930808988136
819,0.00150947184895362
5016,0.00200901160935958
17176,0.00296797010869668
56,0.00105526621820329
434,0.00136660172441065
780,0.00149948847612138
17493,0.00299937876241675
18643,0.00313204114871136
11060,0.00244509996957944
4505,0.00196754205261886
5757,0.00206567595647088
6125,0.00209148235901446
1807,0.00169630359999845
12887,0.0025831220597023
8316,0.00224650143016685
24211,0.00404674329250986
2987,0.00183572863206246
5379,0.00203789909939315
4816,0.00199254986382782
2625,0.00179905207554434
3552,0.00188909280836622
252,0.00126989432460297
5310,0.00203171547040448
20073,0.00331158659512127
19865,0.00328318229650762
14538,0.0027214590248778
256,0.00127152710315102
2363,0.00176791853983728
2190,0.00174569571956133
19780,0.0032723718221654
21310,0.00349002285120455
8585,0.00226463082060088
347,0.00132436959632487
172,0.00120341950203656
3835,0.00191567584524414
12979,0.00259108346090979
1932,0.00171369986896088
2260,0.00175326151698708
7017,0.00215492651170594
1710,0.00168394495464069
1594,0.00166665177426479
22208,0.00364262726007158
5003,0.00200827742965837
8106,0.00223025484314728
3923,0.00192259804455619
233,0.00125531903299299
879,0.00152820562283006
2349,0.00176619395545231
3108,0.00184744495611735
5910,0.00207555192695382
404,0.00135401414875285
5247,0.00202595524388253
4969,0.00200569388389174
17432,0.00299368269728641
12257,0.00253725333388232
1112,0.00157920691250391
1163,0.00159043284534809
500,0.00139792264040308
7116,0.00216241354106502
16651,0.00291169730112221
2777,0.00181505940730018
14943,0.00275632941180744
19883,0.00328599130882231
6308,0.00210354386298123
2434,0.00177618160090291
3069,0.0018443153061931
4385,0.00195859515074674
3111,0.00184766036043815
9083,0.00230218151100988
28518,0.00558864518998464
60,0.00106635476205986
4360,0.00195617462230907
21845,0.00358061486207669
13116,0.00260157555746057
2272,0.00175475712614097
19402,0.00322580651281381
5943,0.00207760194360603
15158,0.00277569850539485
11961,0.00251533754648437
15299,0.00278615178489664
8867,0.00228488965596759
6865,0.00214434329226708
19791,0.00327361021655769
23315,0.00385124964440411
2012,0.00172379500373122
426,0.00136321614765818
2706,0.00180744079512223
6618,0.00212670817966014
23214,0.00382860521753445
27035,0.00492686279191997
12314,0.00254237366527783
19472,0.00323329475334763
13757,0.00265356632577859
5714,0.00206241434819969
3151,0.00185317679081759
18467,0.0031084336415871
11631,0.0024872886998238
21232,0.00347808984493083
1412,0.00163826940237836
16058,0.00285485664060081
3963,0.00192477818637446
3022,0.00183992802341563
5146,0.00201868654425535
23536,0.00389792151575552
2042,0.00172823362976077
11913,0.00251054213479207
3237,0.00186164372169814
5882,0.00207371674726533
16022,0.0028519049504724
21435,0.00351058509377574
120,0.00115758902859042
195,0.00122367582862389
14378,0.00270769298156693
12983,0.00259165849570594
21573,0.00353628072579394
6222,0.00209793200625557
1373,0.00163109576676738
1172,0.00159186979825451
3581,0.00189176926542375
12800,0.00257785588395729
12557,0.00256063103591805
6794,0.00213982024636672
22653,0.00372151634104284
447,0.00137196863434582
2358,0.00176735049331567
16424,0.00288825298535525
7597,0.00219496068953611
10897,0.00243446108726372
1728,0.00168595931289761
180,0.00121132381896963
16476,0.00289362920262224
15432,0.00279876062833396
2321,0.00176218762266648
10519,0.0024062817662517
5393,0.00203882939171194
1623,0.00167147668519639
2932,0.00183109062375214
11667,0.00249030829257194
7756,0.00220590563608862
9869,0.00235819670409953
15289,0.00278553904520801
7166,0.00216552874421257
2446,0.0017781590967679
8613,0.00226655052784995
12259,0.00253738174046146
12140,0.00252779339996737
4963,0.00200490286046879
5641,0.00205563197527321
2442,0.00177757389783666
19484,0.00323513339614024
6652,0.00212930338877312
9305,0.00231728936290022
3284,0.00186678698417633
507,0.00140027081067213
3126,0.00185003228255354
2100,0.00173467799114599
4244,0.00194770240502794
1978,0.0017200646691994
1014,0.00155788178451034
189,0.00121739758206784
2885,0.00182713805559297
7924,0.00221699253077417
2553,0.00179079989773158
9320,0.00231843019729368
7544,0.00219198642532111
287,0.0012888471367902
5198,0.00202275245339682
19215,0.00320293100275445
10075,0.00237277105992
3587,0.00189200316797413
27908,0.00529373644950605
26065,0.00457006745903003
1895,0.00171002721302806
5755,0.00206556497855898
2601,0.00179572305177937
15854,0.00283783055434391
27597,0.0051567227305393
24874,0.00421136808345077
149,0.00118536534490967
4251,0.00194798260366971
26014,0.00454939213101955
5846,0.00207130805815444
27680,0.00519400929244653
3058,0.00184282288259418
4895,0.00199819500273125
10734,0.00242266596169686
28903,0.00579442002579764
17081,0.00295882231488745
25297,0.00432988637727612
1389,0.00163446299670711
361,0.00133176095143996
714,0.0014769454004591
220,0.00124255183201461
15002,0.00276091033737021
12222,0.00253367144597947
14661,0.00273336122758563
7014,0.00215486388715709
6046,0.00208641817803354
923,0.00153822704135542
2139,0.00173929304192002
1196,0.00159647945399558
1322,0.00162232364215526
1023,0.00155957230135195
909,0.00153499431583943
7107,0.00216118292574096
3496,0.0018840480727774
17901,0.00304195055926903
6913,0.00214732676070224
7226,0.00216943461547403
288,0.00128919617412455
545,0.00141597668094894
8630,0.00226758640324525
12366,0.00254524199498935
10235,0.00238554288273606
3143,0.00185237231475606
15831,0.00283554945661373
282,0.001287383184711
10742,0.00242311722183697
27435,0.00508264366004288
8272,0.00224356005915048
4485,0.00196579704614258
5858,0.00207209981418347
465,0.00138569439045829
2741,0.00181130416497266
7345,0.00217820204383999
3822,0.00191449844683725
3703,0.00190289457200479
2560,0.00179134201023147
101,0.00113389854295766
1571,0.00166307603762535
8206,0.00223948613796782
7303,0.00217574360283228
9279,0.00231554866777842
20406,0.0033591681956725
6333,0.00210590035023773
8124,0.00223196276438349
11720,0.0024947660394429
30744,0.00708831563356391
9937,0.00236252198876265
2471,0.00178070910657165
644,0.00145820408217573
9771,0.00235255920179092
18537,0.00311863197331334
3189,0.00185679467979283
4275,0.00194979866082832
5543,0.00204933125794938
351,0.00132663696106756
612,0.00144540220584451
2125,0.00173778240388284
4148,0.00193958888672182
7693,0.00220143090977267
1898,0.00171050921970889
740,0.00148442157907374
4274,0.00194977275417367
4526,0.00196904612282928
18841,0.00315586552740536
9698,0.00234625011969406
26154,0.00459917659505418
19701,0.00326111337529635
188,0.00121623263520077
2276,0.00175513223745914
14547,0.00272286403181762
27566,0.00514123094313776
4637,0.0019774870703324
17397,0.00299036909389582
7627,0.0021966896051115
27734,0.00522130445924919
29492,0.00614419617384402
29563,0.00618781068848087
26137,0.00459381513508308
29012,0.00585672916225645
24584,0.00413476522507263
29532,0.00616520245688243
27100,0.00495465510998355
18812,0.00315263678990821
17220,0.00297204877302145
24654,0.00415175037021412
13023,0.00259532567502923
27865.5,0.00527514961159539
27188,0.00499228743289458
16733,0.00291932902067095
19839.5,0.00327958902561373
26810.5,0.00483948813121392
32998.5,0.00958977373457465
1845,0.00170230918614998
43436,0.100317248843013
27905,0.00529021043025899
22731,0.00373806127074658
21819,0.00357614989933412
26712,0.00480743393517334
30701,0.00704693740091406
30391,0.00678567799928915
37246,0.0187947325294466
42068,0.0604173730109582
42225,0.0634296085199911
13717.5,0.00265021596147314
10223,0.00238482887135744
16520,0.00289785829391637
21174.5,0.00347161405692433
4291,0.0019508984168216
36227,0.0157533590031491
38080,0.0220814313884771
38159,0.0223994121623712
46746,0.477930594134228
43508,0.103977127213812
41265,0.0461362621429501
24493,0.00411272156214698
8711,0.00227367147132766
15099,0.00277060272282494
17545.5,0.00300388696007158
33988,0.0110811759618433
31866,0.00815271668415265
41522,0.0503252155709402
47102,0.554537099032381
46543,0.435120588042712
25631,0.00443095205712722
26787,0.00483383673766103
28395,0.00551972788992663
12061,0.00252177620014672
30821,0.00715356152060045
29316,0.00602480041538504
29841,0.00637473224345314
17882,0.00304086719214537
16822,0.00293100359807056
11721,0.00249481477176485
31037,0.00732725032012304
30784,0.00712405294588508
19578,0.00324609395937154
20966,0.00344004485821689
28649,0.005661586271823
21427,0.00350892302817204
21490,0.00352070873006131
11894,0.00250870524280568
3656,0.00189798780451378
10812,0.00242915149764971
12256,0.00253719204600728
7121,0.00216271244591832
9931,0.00236222642423107
10941,0.00243781636362893
2412,0.00177369475801966
1064,0.00157026208632212
7141,0.0021640403866745
11515,0.00247889707536649
15146,0.00277470221397717
12280,0.00253946482254247
19341,0.00321901900817553
12802,0.00257797834418587
15093,0.00276966292221731
4133,0.00193892160893092
13731,0.00265139283656292
7751,0.00220562441292695
10073,0.00237269941516004
12764,0.00257481374205567
24503,0.00411428814947644
17350,0.00298589665892729
26092,0.00457693145297654
14337,0.00270387752017293
25371,0.00435028899274712
25306,0.00433169269388949
27854,0.00527186323140219
11295,0.00246143924839909
12637,0.00256652980637135
10837,0.00243114894081604
25381,0.00435288704571103
18419,0.00310222983009572
30651,0.00700154098944492
27860,0.00527410810708999
20310,0.00334471716766172
15707,0.00282319910599725
26756,0.00482191066326125
20433,0.00336284059570292
23955,0.00399458233193004
26794,0.00483630847935481
34152,0.0113765880855747
31214,0.00748643979896117
28636,0.00565624517779158
27367,0.00505848482255487
24114,0.00402506284021226
18725,0.00314020359745646
17377,0.00298807513543134
15872,0.00283918348005746
17157,0.00296632991591288
10729,0.00242251447392119
5222,0.00202421766480461
15382,0.00279452574753796
28408,0.00553029621648742
28817,0.00576119598305645
26995,0.00491116716830829
8350,0.00224917066501841
1002,0.00155493262459428
22658,0.00372249898768709
25253,0.00431444818973439
34902,0.0127490382185038
38270,0.0229535586280861
24971,0.00423649634957959
12369,0.00254540992127023
23044,0.003797482683782
21056,0.00345393049269502
24228,0.00404930929257866
24948,0.00422819401516666
20960,0.00343918402238052
12451,0.00255142391185988
19421,0.00322799374882571
16824,0.00293124926161005
31782,0.0080656121796893
17680,0.00301845883378975
20758,0.00340875917033243
25847,0.00449665176494269
19757,0.00326855488717663
9514,0.00233207565835504
22893,0.00376882257821971
26959,0.00488911688973459
25186,0.00429421767657431
22997,0.00378945738448942
17573,0.00300727237661015
31904,0.00819119491737818
19879,0.00328541503328685
19438,0.00322950992140045
15162,0.00277606255405157
13903,0.00266469434074883
25829,0.00449269482441162
23580,0.00390872162461216
35445,0.0138749579243855
38299,0.023109400231304
11780,0.0024998888515973
13511,0.00263126540001774
16396,0.00288481954370963
23619,0.00391900778280957
31146,0.00742207269694027
27660,0.00518774175190937
29295,0.0060132674849648
29176,0.0059537198411308
23087,0.00380440602073627
18110,0.00306724639815758
25899,0.00451521361293239
19493,0.00323682381727402
25658,0.00443921033757651
27663,0.00518902178244957
4107,0.00193682714074135
6989,0.00215336296294771
21032,0.00345029610347517
15418,0.00279747297825424
23466,0.0038811638528611
29545,0.00617883133899625
24204,0.00404443771089307
25401,0.00435663140839187
12182,0.00253116035481843
21900,0.00359124221140321
13919,0.00266606326733323
24559,0.00412952468735028
21717,0.00355905650008773
33672,0.0105871074063117
24081,0.00401720294432418
33775,0.0107286916650838
36022,0.0151845634216036
33543,0.0103824838098535
42497,0.0700104664336871
44669,0.170970825657088
2746,0.0018115646953189
26286,0.00464322803013355
14681,0.00273543848132657
15812,0.00283397330626486
10330,0.00239206819593699
1834,0.0017004745598396
7426,0.00218316709010535
2445,0.0017779114968732
5702,0.00206148383212538
3792,0.00191019617671335
16632,0.00291018432874199
1948,0.0017158020419137
19218,0.00320320366763289
4000,0.00192764410570393
19269,0.00320987236057165
10146,0.00237861879504433
26003,0.00454674974599451
10543,0.00240914820336122
29377,0.00606844477181935
33257,0.00994777925244832
40805,0.0409295416767231
27916,0.00529689997338886
26469.5,0.00471045216910513
18033,0.00305763887483564
39879,0.0323595050922863
42586,0.0723433041296242
43987,0.126891353506471
19082,0.00318545132022536
46200,0.368213379764611
3996,0.00192751921756824
27504,0.00511210103125947
29494,0.00614541258703444
24275,0.00406410071311285
24010,0.00400517062606684
20504,0.00337241465965562
48011,0.765732262229343
35947,0.0150001858828871
37503,0.0197763540425758
37999,0.0217140862709098
